StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q16,Q17,Q18,Q2,Q14,Q3,Q4,Q13,Q5,Q6,Q7,Q8,Q9,Q10,Q15,Q11_1,Q11_2,Q11_3,Q19_1,Q19_2,Q19_3,Q12
9/9/24 11:07,9/9/24 11:13,IP Address,162.212.34.233,100,407,TRUE,9/9/24 11:13,R_6isNKrGBWL5ex8u,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,No,I commute to campus,I prefer Monday/Wednesday/Friday classes,1:00:00,No,,,,Yes,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,4,3,8,3,8,7,I prefer in person courses and online course. In person courses give you a great experience being In person and learning. Online is good as well because we are able to multitask. 
9/9/24 11:04,9/9/24 11:13,IP Address,162.212.34.235,100,534,TRUE,9/9/24 11:13,R_1oRzryxIGVqfYNX,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,No,I live on campus,,,No,,,,Yes,Yes,During the day,Probably yes,I prefer completely asynchronous courses,1,2,10,1,8,6,"I prefer certain types of classes in person because certain subjects are too hard to do online by yourself. For example, a class like accounting needs to be in person because the level of difficulty. "
9/9/24 11:07,9/9/24 11:14,IP Address,162.212.34.217,100,412,TRUE,9/9/24 11:14,R_6OJsl6tyGL4Oo97,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,No,I live on campus,,,No,,,,Yes,No,During the day,Definitely yes,I prefer completely asynchronous courses,0,1,10,0,8,7,"i like asynchronous courses because it allows me to do my work on my schedule, as well as online classes, however i don't mind in person classes being able to have classes with my teammates and friends.  "
9/9/24 11:12,9/9/24 11:14,IP Address,107.77.211.226,100,113,TRUE,9/9/24 11:14,R_6dsdFKvVAH8JOvW,,,,,37.8107,-122.2479,anonymous,EN,Junior,Less than a year,No,I commute to campus,I prefer Tuesday/Thursday classes,20,No,,,,Yes,Yes,During the day,Probably yes,I prefer completely asynchronous courses,6,8,5,6,8,5,I like the online and hybrid classes because of time scheduling with being an athlete. I also like some in person classes in subjects that I struggle in. 
9/9/24 11:06,9/9/24 11:15,IP Address,162.212.34.210,100,497,TRUE,9/9/24 11:15,R_7trjGq3Y9NbBoFw,,,,,36.7405,-119.7508,anonymous,EN,Junior,Less than a year,No,I commute to campus,I prefer Tuesday/Thursday classes,10,No,,,,Yes,Yes,During the day,Definitely not,I prefer completely asynchronous courses,1,8,10,2,4,10,"I can learn better in person, hybrid can lead to confusion. "
9/9/24 11:12,9/9/24 11:15,IP Address,162.212.34.212,100,178,TRUE,9/9/24 11:15,R_5CxDeR9Z9oY2EsS,,,,,36.7405,-119.7508,anonymous,EN,Senior,More than 4 Years,No,I live on campus,,,Yes,On campus,6.5,"Monday,Tuesday,Wednesday,Thursday,Friday",Yes,No,During the day,Definitely not,I prefer a zoom component,2,10,10,0,0,10,I prefer to learn with a professor in person because I am able to stay attentive longer and learn better and more clear rather than through a screen 
9/9/24 11:07,9/9/24 11:15,IP Address,162.212.34.223,100,496,TRUE,9/9/24 11:15,R_7gAa71NIKWwsZsQ,,,,,36.7405,-119.7508,anonymous,EN,Junior,2 Years,Yes,I commute to campus,"No preference, both work for me",30-45,No,,,,No,Yes,During the day,Probably not,I prefer a zoom component,1,2,10,1,,10,"Online and Hybrid sound wonderful, however, I’ll definitely not pay attention if I have to be honest. It's a great way if you have a busy schedule for some people. But I’ll choose in person over any because you aren't really limited and the professor is in front of you to ask questions. It also helps create connections. "
9/9/24 11:10,9/9/24 11:16,IP Address,162.212.34.226,100,360,TRUE,9/9/24 11:16,R_5sZRa3hhehNqL6h,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,Less than a year,No,I live on campus,,,No,,,,Yes,No,During the day,Definitely not,I prefer a zoom component,0,0,10,0,0,10,I prefer to do all my classes in person. I think it is easier to learn that way when you get the chance to connect with peers and professors.
9/9/24 11:08,9/9/24 11:16,IP Address,162.212.34.212,100,471,TRUE,9/9/24 11:16,R_6pFWAKNO5OZs6Dn,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,Yes,I commute to campus,"No preference, both work for me",15,No,,,,No,Yes,No preference,Might or might not,I prefer completely asynchronous courses,0,4,10,3,6,7,"I prefer in person as that gives an easier way of asking questions and getting help from a professor. Another thing is that if it comes from an online course that's fine, and you could still submit a zoom request with the professor. "
9/9/24 11:16,9/9/24 11:17,IP Address,162.212.34.214,100,82,TRUE,9/9/24 11:17,R_7dHrqjQyvkosqT1,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,Yes,I live on campus,,,No,,,,No,No,During the day,Definitely yes,I prefer a zoom component,0,3,10,5,5,5,I do not have a preference.
9/9/24 11:10,9/9/24 11:18,IP Address,162.212.34.240,100,474,TRUE,9/9/24 11:18,R_5iKfVsjbTwH03iG,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,No,I live on campus,,,Yes,On campus,20,"Monday,Tuesday,Wednesday,Thursday,Friday",No,No,At night,Definitely yes,I prefer completely asynchronous courses,1,1,7,10,10,2,I perform better at my own pace and prefer to not be in class settings. 
9/9/24 11:16,9/9/24 11:18,IP Address,104.28.85.93,100,115,TRUE,9/9/24 11:18,R_3P7gjVrovoLj2jH,,,,,36.7537,-119.7627,anonymous,EN,Junior,Less than a year,Yes,I commute to campus,I prefer Tuesday/Thursday classes,15,No,,,,No,Yes,During the day,Probably yes,I prefer a zoom component,2,1,9,4,1,10,
9/9/24 11:18,9/9/24 11:33,IP Address,162.212.34.228,100,923,TRUE,9/9/24 11:33,R_3IPLtx4ajZjsOLO,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I commute to campus,"No preference, both work for me",15,No,,,,No,Yes,During the day,Probably yes,I prefer a zoom component,0,1,4,7,7,8,I have a slight preference for in-person classes because I can focus and take in the lectures better than being online.
9/9/24 11:31,9/9/24 11:43,IP Address,24.7.188.112,100,733,TRUE,9/9/24 11:43,R_3UpHXnBUrF5x5vj,,,,,36.317,-119.3087,anonymous,EN,Junior,3 Years,Yes,I commute to campus,"No preference, both work for me",35 - 40,Yes,Off campus,4 - 5 & (+ 3) ,"Monday,Tuesday,Wednesday,Thursday,Friday",No,Yes,No preference,Probably yes,I prefer completely asynchronous courses,0,6,10,7,10,10,"I prefer certain types of courses because as a current student who works for an After School Program, The courses provided this way at a specific time or way help me have the time to drive Either form FPU to Orange Cove which is 40 to 45 minutes away or If Online it allows me to have those days to get ahead on completing homework for other classes."
9/9/24 11:44,9/9/24 11:46,IP Address,162.212.34.206,100,98,TRUE,9/9/24 11:46,R_6X5O9kPrhWsmUVa,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,No,I live on campus,,,Yes,Off campus,20,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",No,No,At night,Might or might not,I prefer completely asynchronous courses,3,4,10,1,4,9,
9/9/24 11:44,9/9/24 11:46,IP Address,162.212.34.232,100,112,TRUE,9/9/24 11:46,R_6OhvCrcWKn9ENk5,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,Yes,I live on campus,,,Yes,On campus,Around Q10 it depends ,"Monday,Tuesday,Wednesday,Thursday,Friday",No,No,During the day,Might or might not,I prefer completely asynchronous courses,,,,,,,Idk
9/9/24 11:45,9/9/24 11:48,IP Address,162.212.34.202,100,166,TRUE,9/9/24 11:48,R_51suEPwzaov9eDU,,,,,36.7405,-119.7508,anonymous,EN,Junior,2 Years,Yes,I commute to campus,I prefer Tuesday/Thursday classes,15 min ,Yes,On campus,30,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",No,No,At night,Might or might not,I prefer a zoom component,,1,4,1,1,,
9/9/24 11:44,9/9/24 11:48,IP Address,162.212.34.206,100,242,TRUE,9/9/24 11:48,R_1LvQIyufI9qBLO3,,,,,36.7405,-119.7508,anonymous,EN,Junior,3 Years,Yes,I commute to campus,I prefer Tuesday/Thursday classes,20m ,Yes,On campus,6-May,"Monday,Tuesday,Wednesday,Friday",No,Yes,During the day,Might or might not,I prefer completely asynchronous courses,1,1,7,0,5,7,
9/9/24 11:45,9/9/24 11:48,IP Address,162.212.34.209,100,203,TRUE,9/9/24 11:49,R_3zHqwAjGu3ELjS9,,,,,36.7405,-119.7508,anonymous,EN,Junior,3 Years,No,I live on campus,,,Yes,On campus,5 hours,"Monday,Tuesday,Wednesday,Thursday",No,No,No preference,Might or might not,I prefer a zoom component,4,4,10,5,6,4,Because there easier
9/9/24 11:47,9/9/24 11:49,IP Address,50.238.43.85,100,88,TRUE,9/9/24 11:49,R_3OGUlwxxLA73VzZ,,,,,38.9841,-77.3672,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,
9/9/24 11:45,9/9/24 11:51,IP Address,162.212.34.225,100,338,TRUE,9/9/24 11:51,R_1TWV4DiGBzAsYhI,,,,,36.7405,-119.7508,anonymous,EN,Junior,2 Years,No,I live on campus,,,Yes,On campus,10,"Wednesday,Thursday,Friday",No,No,No preference,Definitely yes,I prefer completely asynchronous courses,,2,10,10,5,8,I prefer hybrid because of my work schedule and so I can ask questions on one in person class and then listen on the second class that’s not in person
9/9/24 11:50,9/9/24 11:53,IP Address,162.212.34.229,100,143,TRUE,9/9/24 11:53,R_3Ka3DiMcXYb0QsH,,,,,36.7405,-119.7508,anonymous,EN,Junior,3 Years,No,I live on campus,,,No,,,,No,No,During the day,Probably not,I prefer completely asynchronous courses,1,5,10,,5,6,i like seeing the teacher in person
9/9/24 11:45,9/9/24 11:56,IP Address,162.212.34.221,100,662,TRUE,9/9/24 11:56,R_7VIsq04glYhz2Aq,,,,,36.7405,-119.7508,anonymous,EN,Junior,2 Years,Yes,I commute to campus,"No preference, both work for me",25 minutes ,No,,,,No,Yes,No preference,Definitely not,I prefer completely asynchronous courses,0,1,5,,,10,I prefer in person class because being online cause me to more distracted and internet issues. During my experience with online courses (the pandemics) I have been having a lot stress. I disagree strongly agree with online because it take away to connection and engagement in person class would have. It takes the meaning of learning how to social with people. 
9/9/24 11:56,9/9/24 11:57,IP Address,162.212.34.205,100,97,TRUE,9/9/24 11:57,R_6obaw0ga3ThyZhc,,,,,36.7405,-119.7508,anonymous,EN,Junior,Less than a year,No,I commute to campus,"No preference, both work for me",20,No,,,,Yes,No,During the day,Probably not,I prefer completely asynchronous courses,3,7,10,5,2,9,
9/9/24 11:56,9/9/24 12:01,IP Address,162.212.34.202,100,329,TRUE,9/9/24 12:01,R_3Ytclb08XGvnZlr,,,,,36.7405,-119.7508,anonymous,EN,Junior,Less than a year,No,I live on campus,,,No,,,,No,No,At night,Might or might not,I prefer a zoom component,4,10,7,8,6,10,"While online courses serve well for convenience, the educational experience of a professor in the classroom far outweighs any Zoom course. Because of this, in-person is best for my learning, but the option of hybrid and online aids in flexibility."
9/9/24 12:00,9/9/24 12:02,IP Address,73.235.12.13,100,167,TRUE,9/9/24 12:02,R_7wB83Bg2K81efMq,,,,,36.8272,-119.6805,anonymous,EN,Senior,3 Years,No,I commute to campus,"No preference, both work for me",30,No,,,,No,No,During the day,Definitely yes,I prefer a zoom component,2,6,10,5,10,10,I learn better when I get to have lectures in person or on zoom. 
9/9/24 11:57,9/9/24 12:04,IP Address,172.59.48.200,100,436,TRUE,9/9/24 12:04,R_3rqb3SEQejcAh56,,,,,36.7539,-119.7085,anonymous,EN,Sophmore,1 Year,No,I commute to campus,"No preference, both work for me",7,Yes,On campus,11.5,"Monday,Wednesday,Thursday,Friday",No,No,During the day,Probably not,I prefer completely asynchronous courses,0,2,10,3,8,7,"I really enjoyed my asynchronous online course because I was able to work at my own pace and take the time to understand the material. In person courses are also beneficial because you can get help on the spot but they can also move too quickly, causing you to fall behind. "
9/9/24 12:02,9/9/24 12:05,IP Address,162.212.34.213,100,160,TRUE,9/9/24 12:05,R_3m9QK0i6O1nUEaZ,,,,,36.7405,-119.7508,anonymous,EN,Senior,Less than a year,Yes,I commute to campus,I prefer Tuesday/Thursday classes,15,Yes,Off campus,25-30,"Sunday,Monday,Tuesday,Wednesday,Friday,Saturday",Yes,No,During the day,Definitely yes,I prefer completely asynchronous courses,0,3,10,0,0,0,na
9/9/24 12:02,9/9/24 12:05,IP Address,162.212.34.231,100,184,TRUE,9/9/24 12:05,R_7rOOPDgMfnnEutt,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,Less than a year,No,I commute to campus,"No preference, both work for me",20 minutes,No,,,,Yes,Yes,During the day,Might or might not,I prefer a zoom component,0,4,10,0,5,5,I don't have a preference
9/9/24 12:01,9/9/24 12:05,IP Address,162.212.34.203,100,228,TRUE,9/9/24 12:05,R_6lVuRHvs1yly1nv,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,Yes,I live on campus,,,Yes,On campus,6.5,"Monday,Thursday",Yes,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,0,1,10,6,10,0,"Yes, I prefer online courses far more."
9/9/24 12:03,9/9/24 12:05,IP Address,162.212.34.205,100,154,TRUE,9/9/24 12:05,R_1ttZ3vcTuziNAyH,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I live on campus,,,No,,,,Yes,No,No preference,Probably yes,I prefer completely asynchronous courses,1,10,8,1,8,8,Time managment in relation to sport
9/9/24 12:03,9/9/24 12:05,IP Address,162.212.34.235,100,129,TRUE,9/9/24 12:05,R_7JG4OtlAdwHqV6p,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I live on campus,,,No,,,,Yes,No,During the day,Might or might not,I prefer a zoom component,2,10,10,4,4,9,I prefer in-person classes because I feel like it is easier for me to focus and get my work done.
9/9/24 12:02,9/9/24 12:05,IP Address,162.212.34.204,100,216,TRUE,9/9/24 12:05,R_5oSmT9gtMMDTV3M,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I live on campus,,,No,,,,Yes,No,During the day,Definitely yes,I prefer completely asynchronous courses,1,2,4,8,3,8,Hybrid classes are nice so not everyday your having to wake up and go to the class and if some people are busy with sports they have more time for it whether that’s recovery or something else.
9/9/24 12:02,9/9/24 12:06,IP Address,162.212.34.213,100,208,TRUE,9/9/24 12:06,R_3w7zpg9wDDh2bu0,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I commute to campus,"No preference, both work for me",30,Yes,Off campus,2,Thursday,No,Yes,During the day,Probably yes,I prefer completely asynchronous courses,0,1,4,4,4,7,In-person courses are preferable because I have can face-to-face interaction with the professor and it helps me learn easier.
9/9/24 12:02,9/9/24 12:06,IP Address,162.212.34.233,100,192,TRUE,9/9/24 12:06,R_7trIIrTb16mHjXC,,,,,36.7405,-119.7508,anonymous,EN,Junior,3 Years,Yes,I live on campus,,,Yes,On campus,20,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",No,Yes,At night,Definitely yes,I prefer a zoom component,2,3,10,10,10,8,Its easier to learn and retain information without the in person pressure. Its also more convenient and allows me to fulfill other areas of my life. 
9/9/24 12:02,9/9/24 12:06,IP Address,162.212.34.235,100,244,TRUE,9/9/24 12:06,R_3b0tuwc0m06FY4h,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I live on campus,,,No,,,,Yes,No,No preference,Probably not,I prefer completely asynchronous courses,0,1,5,,5,10,I like having a full to either direction. If I am going to have an online course I would like to to be all on my own and if I'm going to have an in person course I would like it to only meet in person. Also I'm just not a fan of zoom meetings.
9/9/24 12:02,9/9/24 12:06,IP Address,162.212.34.217,100,244,TRUE,9/9/24 12:06,R_62PlH7FbTKNOVts,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I commute to campus,I prefer Tuesday/Thursday classes,8 minutes,No,,,,No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,0,0,7,3,10,5,I prefer online classes because that way I have time to get a job and pay for my tuition and take the courses at my own speed.
9/9/24 12:02,9/9/24 12:06,IP Address,162.212.34.207,100,249,TRUE,9/9/24 12:06,R_5PSj0f6LC8DVk2t,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I live on campus,,,No,,,,Yes,No,During the day,Probably yes,I prefer a zoom component,0,0,5,6,5,9,I feel more engaged and focused on the class. It is also easier to ask questions.
9/9/24 12:02,9/9/24 12:06,IP Address,162.212.34.207,100,255,TRUE,9/9/24 12:06,R_1oZOl4IRfzZZDEr,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I commute to campus,I prefer Monday/Wednesday/Friday classes,30,Yes,Off campus,4,"Tuesday,Thursday",No,Yes,No preference,Definitely not,I prefer completely asynchronous courses,1,1,1,5,5,8,"I prefer in person courses because it is personally easier for me to pay attention. As to online/hybrid course, I get more distracted. "
9/9/24 12:02,9/9/24 12:06,IP Address,162.212.34.238,100,230,TRUE,9/9/24 12:06,R_6V9NQGqwATeTSXE,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I live on campus,,,No,,,,Yes,No,During the day,Definitely yes,I prefer completely asynchronous courses,4,10,10,8,9,8,I like online because its just more simple but I also dont mind in person or hybrid because it can be helpful at times to have someone thats always there to help you. 
9/9/24 12:02,9/9/24 12:06,IP Address,162.212.34.209,100,266,TRUE,9/9/24 12:06,R_7r6AaW5eEYYFDCB,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I live on campus,,,Yes,On campus,15,"Tuesday,Wednesday,Thursday",No,Yes,No preference,Might or might not,I prefer completely asynchronous courses,1,9,4,6,8,10,"I prefer doing it on my own time or in class. When on an online meeting, it is harder to concentrate and more tedious."
9/9/24 12:02,9/9/24 12:07,IP Address,162.212.34.201,100,292,TRUE,9/9/24 12:07,R_34kGSTnmiSt6UVG,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I live on campus,,,Yes,Off campus,34,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",No,Yes,No preference,Definitely not,I prefer completely asynchronous courses,1,2,4,3,10,1,I personally like online classes because it allows me to work on my own pace. I am able to actually focus and I feel more motivated to do them. I personally would rather take these online classes because I am able to not have to worry about my school schedule interfering with my work schedule and the other way around as well. 
9/9/24 12:02,9/9/24 12:07,IP Address,162.212.34.237,100,296,TRUE,9/9/24 12:07,R_7NzAdqbmVNEmzgR,,,,,36.7405,-119.7508,anonymous,EN,Junior,Less than a year,No,I commute to campus,"No preference, both work for me",60,Yes,Off campus,10,Saturday,No,No,During the day,Definitely yes,I prefer a zoom component,2,9,7,5,7,4,I prefer these classes because it is easier to work it into my schedule. 
9/9/24 12:01,9/9/24 12:07,IP Address,162.212.34.221,100,329,TRUE,9/9/24 12:07,R_6lm46qG6I8Wa50J,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,No,I live on campus,,,Yes,On campus,17,"Monday,Tuesday,Wednesday,Thursday,Friday",No,No,No preference,Might or might not,I prefer a zoom component,0,1,10,4,3,10,"I prefer in person courses mostly because I am a hands-on learner, and I feel that I learn best when I am in the classroom with a professor and my fellow peers. Also, we are paying for private tuition which would make sense to have a majority of our classes in person and here at Fresno Pacific instead of sending us to other community colleges to finish our degrees here at FPU. "
9/9/24 12:02,9/9/24 12:07,IP Address,162.212.34.232,100,300,TRUE,9/9/24 12:07,R_5WzmdF0Sir2h77b,,,,,36.7405,-119.7508,anonymous,EN,Junior,3 Years,Yes,I commute to campus,I prefer Tuesday/Thursday classes,10-15 Minutes,Yes,On campus,12,"Monday,Tuesday,Wednesday,Thursday",No,Yes,At night,Probably yes,I prefer a zoom component,2,3,10,7,6,8,"In person courses allow you direct contact with the professor to ask questions before, during, and after lecture. Especially when you cannot meet with them during office hours or both parties have heavy days schedule wise and can't always get to their email inbox. I also enjoy in depth breakdown of assignments during class if needed which most professors are more than willing to give or offer to the students. "
9/9/24 12:02,9/9/24 12:07,IP Address,162.212.34.217,100,328,TRUE,9/9/24 12:07,R_6iFoDXHyD4esSEc,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I live on campus,,,No,,,,No,Yes,At night,Definitely yes,I prefer a zoom component,10,8,10,10,10,2,I find it easier to take online courses because I don't like communicating with people a lot I'm more of an anti-social person. Online is just easier instead of talking in front of people I can type my answers in the chat.
9/9/24 12:04,9/9/24 12:07,IP Address,162.212.34.202,100,172,TRUE,9/9/24 12:07,R_1iPxBEmu23TbfNU,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I commute to campus,I prefer Monday/Wednesday/Friday classes,15,Yes,Off campus,5,Saturday,No,Yes,During the day,Probably yes,I prefer completely asynchronous courses,1,3,10,2,9,7,"I prefer online courses because I can work at my own pace, whether that's faster or slower than others in my course."
9/9/24 12:04,9/9/24 12:08,IP Address,162.212.34.223,100,265,TRUE,9/9/24 12:08,R_6MrJIkJvfUq787x,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I commute to campus,"No preference, both work for me",15 minutes,Yes,Off campus,16,"Monday,Tuesday,Wednesday,Thursday,Friday",No,Yes,During the day,Probably yes,I prefer completely asynchronous courses,,,10,,0,10,Although I only take in person courses I would like to have some online classes because it's more convenient for me since I commute. 
9/9/24 12:01,9/9/24 12:08,IP Address,162.212.34.215,100,405,TRUE,9/9/24 12:08,R_1ZIUSRkl4MlUdqj,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I commute to campus,I prefer Monday/Wednesday/Friday classes,25,Yes,On campus,15-20,"Monday,Tuesday,Wednesday,Thursday,Friday",No,Yes,During the day,Probably yes,I prefer a zoom component,0,3,10,7,5,9,"I like having the option to be able to ask questions and communicate with others. I have previous experience with online courses and I understand it’s more on your own, I don’t have much trouble with it. Hybrid is a perfect mix of both."
9/9/24 12:02,9/9/24 12:08,IP Address,162.212.34.203,100,354,TRUE,9/9/24 12:08,R_3trjL2TEoqjGfnJ,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I commute to campus,"No preference, both work for me",10 minutes,No,,,,No,Yes,During the day,Probably yes,I prefer completely asynchronous courses,0,0,10,8,7,8,"I prefer certain types of courses since it lets me be in a more quick access to some resources. For example, hybrid classes are something that I would enjoy doing since I won't have to drive to school every day, but at least meeting some days will let me talk to the teacher if I have any questions."
9/9/24 12:02,9/9/24 12:08,IP Address,162.212.34.212,100,382,TRUE,9/9/24 12:08,R_6aJ8khmR82S9Smd,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,Yes,I live on campus,,,Yes,On campus,20,"Monday,Wednesday,Friday",No,No,During the day,Might or might not,I prefer completely asynchronous courses,0,3,10,1,10,10,Based on my preferences I prefer online courses because they allow me to have more time to work. I chose in person course because I love the engaging component of classes and allows for collaboration with peers.
9/9/24 12:02,9/9/24 12:08,IP Address,162.212.34.236,100,360,TRUE,9/9/24 12:08,R_50Prj1Ot1PFqqxb,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I commute to campus,"No preference, both work for me",8,No,,,,No,No,During the day,Might or might not,I prefer a zoom component,0,0,10,0,0,10,I prefer this certain type of course because I feel like I can learn better if its in person. 
9/9/24 12:02,9/9/24 12:08,IP Address,162.212.34.202,100,360,TRUE,9/9/24 12:08,R_5Fx0KKd70w2rZ0V,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,Yes,I live on campus,,,No,,,,Yes,No,No preference,Might or might not,I prefer completely asynchronous courses,0,2,5,8,5,7,Because the professor actually knows who you are when you meet in person at least sometimes and it also makes it harder to procrastinate or not actively listen than having to do everything on your own in an online course or even via zoom. Hybrid courses might give you the option to have more flexibility within your day but still get the in person factor. 
9/9/24 12:02,9/9/24 12:08,IP Address,162.212.34.215,100,402,TRUE,9/9/24 12:08,R_17xTJg7E2RD8SvD,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,Yes,I commute to campus,"No preference, both work for me",40,No,,,,No,No,During the day,Probably not,I prefer a zoom component,0,1,10,0,7,9,"I prefer the in person courses because it helps me to focus on the class and prevents the distraction, also it allows more communication with the instructor that will help the student to learn better. "
9/9/24 12:02,9/9/24 12:09,IP Address,162.212.34.217,100,444,TRUE,9/9/24 12:09,R_733J3qc5bj7OB1G,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,No,I commute to campus,"No preference, both work for me",45,No,,,,No,No,No preference,Definitely yes,I prefer completely asynchronous courses,0,2,10,5,3,8,"I don't have a strong preference when it comes to the types of courses, however 1 would prefer an in person course more than an online course. Since I've never had a hybrid course I'm not too sure if I'd like it, but I'm sure it would be just fine. "
9/9/24 12:02,9/9/24 12:09,IP Address,162.212.34.234,100,431,TRUE,9/9/24 12:09,R_5Yf86K70b2SDZC4,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I commute to campus,I prefer Tuesday/Thursday classes,60,Yes,Off campus,8-Mar,"Sunday,Saturday",Yes,Yes,During the day,Might or might not,I prefer completely asynchronous courses,1,1,5,1,2,4,I prefer it due to how I can talk and understand better with people present and i can also do it without them. 
9/9/24 12:08,9/9/24 12:10,IP Address,162.212.34.235,100,119,TRUE,9/9/24 12:10,R_1qdtNYeI9kemT0W,,,,,36.7405,-119.7508,anonymous,EN,Junior,1 Year,No,I live on campus,,,Yes,On campus,20,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Yes,Yes,At night,Probably yes,I prefer completely asynchronous courses,2,5,10,4,7,10,In person courses are better in terms of interactions 
9/9/24 12:06,9/9/24 12:10,IP Address,162.212.34.208,100,287,TRUE,9/9/24 12:10,R_6FlFMfT23ZHeGpy,,,,,36.7405,-119.7508,anonymous,EN,Freshman,Less than a year,No,I live on campus,,,Yes,Off campus,6,"Sunday,Tuesday,Thursday",Yes,No,During the day,Definitely yes,I prefer completely asynchronous courses,0,5,10,6,10,5,I prefer online because I get to do it on my own time
9/9/24 12:09,9/9/24 12:11,IP Address,162.212.34.233,100,94,TRUE,9/9/24 12:11,R_7GkaeOmngD4aW5m,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,Yes,I commute to campus,I prefer Tuesday/Thursday classes,1 hr,No,,,,Yes,Yes,During the day,Probably yes,I prefer a zoom component,4,7,10,7,10,8,Online works better with my schedule.
9/9/24 12:09,9/9/24 12:11,IP Address,162.212.34.232,100,115,TRUE,9/9/24 12:11,R_1bOUyQL9ASJrD10,,,,,36.7405,-119.7508,anonymous,EN,Junior,Less than a year,No,I live on campus,,,Yes,On campus,20,"Monday,Tuesday,Wednesday,Thursday,Friday",Yes,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,,6,10,8,10,10,
9/9/24 12:09,9/9/24 12:11,IP Address,162.212.34.219,100,127,TRUE,9/9/24 12:11,R_70ctHejHKY7nn8d,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,No,I live on campus,,,Yes,On campus,20,"Monday,Tuesday,Wednesday,Thursday,Friday",Yes,Yes,During the day,Definitely yes,I prefer a zoom component,2,2,10,6,10,8,
9/9/24 12:09,9/9/24 12:11,IP Address,162.212.34.234,100,137,TRUE,9/9/24 12:11,R_1CVyP4fPvEsBTMZ,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,No,I commute to campus,"No preference, both work for me",20,No,,,,Yes,No,During the day,Might or might not,I prefer completely asynchronous courses,0,2,10,0,6,8,The online courses are better in the aspect of you do everything on your own schedule. However in person classes are easier to stay up to date with.
